Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track
Lihim,Arthur Miguel,7/28/2023,PHW012300230,3849,21.7,68411628,4215,13721864,65,19337973,108046,25356960,297146611,4,687,21919,0
Quireme Mientras Se P,Manuel Turizo,5/1/2020,QZDYA1800021,3857,21.7,467670966,38826,10338131,66,347013964,1956639,26647285,306310424,26,10865,918617,0
0800 Heaven,Nathan Dawe,6/9/2023,GBAHS2300402,3878,21.7,68189858,14429,12456842,61,15853723,71513,243524,4189925,44,66669,521658,0
Eleg Feat Dme,Rauw Alejandro,3/26/2020,USSD12000059,3860,21.7,439049524,57496,13084955,63,378728492,2017344,284201,1774594,44,7313,568549,0
Hallelujah,Pentatonix,10/21/2016,USRC11601833,3885,21.7,441916342,47499,20527523,55,757432448,6966709,4366102,26604065,96,226,2127258,0
March Madness,Future,3/21/2015,USSM11507194,3886,21.7,169574765,46212,10914718,61,64115813,532711,3047870,29701332,72,3414,1488185,1
Que Calor With J Balvin El Alfa,Major Lazer,10/19/2018,QMUY41800271,3875,21.7,433664050,78546,20739392,59,235890905,2265284,154355675,1344891926,126,28247,4070551,0
Stargazing,Travis Scott,8/3/2018,USSM11806658,3887,21.7,740409304,140977,21048687,70,211251366,2171021,5798688,50313512,50,1945,1402381,1
Munch Feelin,Ice Spice,8/10/2022,CA5KR2269973,3855,21.7,133459011,35905,9102015,60,62093393,780391,225519563,1961457700,36,218,689568,1
If You Want Love,NF,10/6/2017,USUM71708224,3877,21.7,493699616,78449,16977422,65,308466086,3407408,7042197,43620157,15,63,1344159,0
Revenge,XXXTENTACION,8/25/2017,USUYG1156895,3867,21.7,1356969354,184465,30276013,81,910676,22351,56122006,401420595,7,147,2258367,1
White Iverson,Post Malone,6/13/2013,USUM71511528,3918,21.6,1135209969,158507,27779312,70,40791444,313792,8227983,66145174,115,9867,4346795,1
Hola Remix,Dalex,11/1/2019,QM9WM1900166,3900,21.6,708615717,87957,23915679,64,258358932,749483,5666517,62179337,38,12541,1526884,0
Say Something,Justin Timberlake,1/25/2018,USRC11703503,3891,21.6,505748520,60774,17047156,64,468137682,2074706,368047,7107254,61,46787,6318285,0
I Know,Kanii,3/10/2023,USWB12300650,3914,21.6,49939720,15725,2639765,54,48845907,743713,228122883,1646887640,4,178,510234,1
Hold Me Closer,Elton John,11/10/2017,GBUM72205030,3907,21.6,400479389,61255,53203700,68,63905136,626102,41032520,552721460,141,574448,3915242,0
Se Joga No Passinho,Brisa Star,6/18/2021,BXI8I2100073,3901,21.6,110101642,13672,3376873,50,381825698,3084540,81126130,1314262368,10,1326,384085,0
Girls,aespa,7/8/2022,KRA302200097,3923,21.6,115406939,11617,5520626,62,267348363,3146913,49841018,401260794,13,1048,249490,0
Classic,MKTO,1/1/2012,USSM11301446,3922,21.6,1350428257,172980,88942487,78,343526777,3193437,346266800,3172500312,73,12318,5519429,0
The Last Goodbye,ODESZA,2/8/2022,GBCFB2100832,3905,21.6,122957173,65839,15313309,58,35159391,434406,56371535,1408619017,27,5136,1713873,0
The Weekend,SZA,6/9/2017,USRC11701116,3896,21.6,537523729,71149,22408790,70,366197654,2942916,15414832,103430758,98,2678,1833030,1
Overloading Overdose,Mavins,5/13/2022,NGA3B2201001,3920,21.6,58523865,18165,3041519,53,12161436,65390,20096339,235951162,40,5319,2217236,0
Stole The Show,Kygo,3/23/2015,SEBGA1500071,3913,21.6,964765127,131842,38541359,70,530786123,3134158,9226363,69198449,124,36140,12887220,0
Chasing After You With Maren Morris,Ryan Hurd,2/12/2021,USRN12000200,3906,21.6,198942707,22915,8881878,56,61690062,458819,2860585,30889183,43,125527,993457,0
Looove,Travis Scott,7/28/2023,USSM12305018,3919,21.6,72380469,32141,3198359,63,2630153,52698,384088,4244746,4,19,50640,1
10 Freaky Girls With 21 Savage,Metro Boomin,11/2/2018,USUG11802481,3894,21.6,630863087,164540,26346726,71,93297998,924489,830969,9867664,34,1753,1411636,1
Una Cerveza,Fuerza Regida,10/20/2023,QZ9QQ2300794,3908,21.6,159876075,8225,21015676,79,36524769,320572,2060712,14846248,14,73,595774,1
Sg With Ozuna Megan Thee Stallion Lisa Of Blackpink,DJ Snake,10/22/2021,USUG12103119,3909,21.6,289013053,32179,23070902,63,256030564,6371436,50061756,358391850,29,279,1479802,1
Conversations,Juice WRLD,7/10/2020,USUG12001896,3904,21.6,407701213,93838,13263446,68,151055875,1970235,2249162,22493087,14,10,724745,1
Rake It Up,Yo Gotti,6/23/2017,USSM11705366,3924,21.6,365789171,47875,14327367,58,347981506,2544004,12009436,75103695,75,8,3844287,1
De Vuelta Pa La Vuelta,Daddy Yankee,12/10/2020,US2BU2001211,3910,21.6,164788147,23301,15473906,62,426336235,1881474,3047195,44074315,23,27670,1159159,0
Sunshine,OneRepublic,11/10/2021,USUM72100506,3898,21.6,426609723,59377,40654330,73,21063557,222445,7424142,85043400,58,416,791789,0
Walk,Kodak Black,9/16/2022,USAT22214755,3903,21.6,62323136,33941,10580136,54,34075392,466729,2989810,25342217,6,2750,288137,1
9 Bis 9,SIRA,5/5/2023,DEKF22300419,3935,21.5,107950388,34675,5950045,66,1812251,22038,3246009,30673708,18,15873,275083,0
Bailando,El Jordan 23,2/10/2022,QZFZ72288773,3954,21.5,138986512,24359,2386279,61,266765542,1330194,33563623,240950847,4,609,410223,0
Runaway U I Dance,MELON,2/24/2023,ZZOPM2342242,3961,21.5,13502324,3124,10531046,42,212073431,567112,6215572,136579723,1,1,106448,0
Hasta La Miel Amarga,"Luis Angel ""El Flaco""",5/1/2020,QZDQH1832675,3940,21.5,164007720,14849,8963601,41,588981015,1697071,1704435,18781987,1,1712,491755,0
Love Me Like This,NMIXX,3/21/2023,US5TA2200195,3937,21.5,96439278,9999,5451670,64,153565263,1299976,36819235,208385821,6,789,178962,0
Buss It,Erica Banks,5/15/2020,USUYG1312999,3936,21.5,145000664,32202,13605018,53,114367853,1294275,966925936,7546931289,34,27382,1452339,1
Matte Black,$uicideboy$,7/29/2022,QZAPK2000269,3938,21.5,162889846,45505,2568098,69,82186979,804789,8712382,49371617,1,1319,351439,1
Animals,Martin Garrix,1/1/2013,NLZ541300467,3957,21.5,413855724,67911,11433179,61,62878984,569920,13747633,170836810,80,8044,17865575,1
Akh Lad Jaave From Loveyatri,Badshah,8/23/2018,INS181801889,3950,21.5,97600091,10461,4441829,55,966173774,5203477,2364,49191,14,681,432493,0
Uhaw,Dilaw,11/18/2022,PHW012200294,3958,21.5,42862565,5084,1645697,54,9151739,70548,62906993,670266290,3,8,8995,0
Friki,Feid,12/10/2021,USUM72123054,3939,21.5,255973824,28166,14221715,71,230466044,1013942,27668937,333978136,30,13244,429833,0
Goat,Number_i,1/1/2024,JPY932300029,3951,21.5,34820660,762,2929511,66,68873278,518809,14000,173000,8,620,213386,0
Let The Light In,Lana Del Rey,3/10/2023,GBUM72206754,3932,21.5,240686521,33016,33841199,75,21619,626,53743157,349168412,3,2028,632580,0
Love 119,RIIZE,1/5/2024,KRA302400001,3928,21.5,40415304,2509,8351511,59,56771181,675344,664843,3801500,10,1266,80350,0
Jar Of Hearts,Christina Perri,7/27/2010,USAT21001508,3945,21.5,534874667,65494,31544782,65,562197656,3376379,11224332,109689471,42,39523,6027852,0
Up,INNA,10/29/2021,ROGRA2101937,3944,21.5,35440292,7611,1055511,49,105583094,723839,35896632,1048666929,8,34144,2431616,0
Los Aparatos,El Alfa,8/3/2022,QM6P42213591,3943,21.5,137720938,30579,5580377,65,153725209,1337733,47967,950882,12,9181,602689,0
Qu Nos Pas,Anuel AA,5/26/2022,QM6MZ2220000,3926,21.5,161990851,31668,4718236,68,187450025,1297403,2748358,28786547,5,576,412492,1
I Wont Give Up,Jason Mraz,1/1/2012,USEE11100768,3925,21.5,850863163,91617,43046356,62,21096118,126444,7909056,77268402,70,147,7898160,0
I Guess Im In Love,Clinton Kane,8/20/2021,USSM12104467,3959,21.5,416972132,75352,37597369,63,27881902,283314,132202012,1003766991,37,6452,791890,0
Tapo Na,Raï¿½ï¿½ Saia Ro,1/22/2021,BRS4R2000060,3933,21.5,196159389,21913,6808067,53,452999889,2998357,21523496,349411180,23,1944,360078,0
Sweet I Thought You Wanted To Dance,"Tyler, The Creator",6/25/2021,USQX92102138,3947,21.5,269671235,93761,9361340,69,36399833,578718,29143512,124695761,10,1366,551470,1
Try,P!nk,1/1/2012,USRC11200785,3955,21.5,662971898,94974,33907759,74,990716604,4801576,63289716,689599858,57,136141,4968,0
Can I Call You Tonight,Dayglow,1/26/2018,TCADL1825079,3930,21.5,596164214,158639,32332004,71,207640042,2700851,26297718,155192084,30,4664,2303064,0
Sweet Child O Mine,Guns N' Roses,7/21/1987,USGF18714809,3931,21.5,1879386440,295491,96032046,80,2007460784,11222080,57957597,673282408,212,145671,10345515,1
Obsessed,Riar Saab,9/29/2022,QMBZ92299094,3972,21.4,161366691,18781,6151558,64,167537164,1497169,16562523,286891984,22,918,479047,0
Ropa Cara,Camilo,1/18/2021,USSD12000609,3979,21.4,185362995,19981,3838967,50,315331221,3732558,148110661,1309968091,43,11813,421946,0
Straightenin,Migos,5/14/2021,USUG12100188,3968,21.4,135665686,61959,9905843,51,158341543,1541456,8690617,98085095,67,35358,1039383,1
Percher,El Reino Infantil,11/17/2016,ARF061501325,3988,21.4,17238604,1581,439901,49,1267939965,2741076,289571,14803398,1,5,23734,0
Bring Me To Life,Evanescence,1/1/2003,USWU30200093,3963,21.4,1129346989,229491,68545536,79,1380253721,9926891,98118550,906228976,91,230782,12505209,0
Me Gusta,Shakira,1/13/2020,USQX92000112,3991,21.4,353815769,49237,19452357,61,392297415,3298273,9584342,108385612,95,50623,2962296,0
Middle,DJ Snake,10/16/2015,USUM71515784,3974,21.4,1068023888,136601,31036842,70,43143589,435488,34574490,288028736,193,33170,12615013,0
Ron Artest,Babyface Ray,2/8/2023,USUYG1468508,3973,21.4,63725545,28846,5713050,65,17655608,162513,31919,243757,5,42,386729,1
Jumpshot,Dawin,7/29/2016,USUM71606698,3976,21.4,71345247,8334,1543930,45,92840225,813836,51952711,274234939,2,264,926395,0
Mockingbird,Eminem,11/12/2004,USIR10400813,3983,21.4,1680919413,293385,44640604,82,244059770,2900004,8273097,76886329,79,13192,9764188,1
Bread Butter,Gunna,6/2/2023,USAT22305917,3977,21.4,50098085,29986,3865630,54,30556463,330529,815019,9089105,40,1160,280974,1
Smile With The Weeknd,Juice WRLD,7/10/2020,USUG12002597,3984,21.4,463970393,92879,13210421,62,130269657,1671937,125617,1309847,46,10816,793274,1
Xxl,UZI,9/9/2022,FRX762205380,3962,21.4,70664645,13324,1760479,58,246582532,3314166,4104584,69529104,1,706,84153,1
Show Me How,Men I Trust,2/28/2018,TCADM1873570,3965,21.4,466462034,145278,21911416,20,91890599,1551928,221768120,1503260547,25,1227,989841,0
Pour It Up,Rihanna,1/1/2012,USUM71214737,3964,21.4,417616725,59548,22751107,64,498382704,2551106,3960964,9984519,53,27541,3449652,1
Love Is Gone Acoustic,SLANDER,11/13/2019,CA5KR1969481,3993,21.3,486647778,83294,21025597,71,239866189,2910072,21105667,147581751,6,2226,3817868,0
Por Las Noches Remix,Peso Pluma,2/27/2023,USQX92301266,4023,21.3,129370457,14028,4216550,62,137242871,910371,9221690,100106095,8,851,350394,0
Tabu,Yung Yury,3/17/2023,QZES82389788,4009,21.3,110533607,40021,4746927,63,7522346,53344,5368267,54432181,12,8656,269055,0
Toxic,YG,8/12/2022,USUM72215025,4006,21.3,36861625,18739,2015690,48,45862527,493206,18282687,146110913,7,131332,1083165,1
Solid,Young Stoner Life,4/16/2021,QMCE32100237,3992,21.3,277393068,103470,22919370,61,932111,15329,622471,6843990,73,4738,772897,1
Joro,Wizkid,9/30/2019,USRC11901068,4005,21.3,117819788,59052,4339220,59,312077132,1773615,192976549,1866473503,59,5324,3178427,0
Stop Breathing,Playboi Carti,12/25/2020,USUM72024691,4002,21.3,178750521,76739,7135729,66,33772398,478840,13371649,88268263,7,32,337335,1
All The Good Girls Go To Hell,Billie Eilish,3/29/2019,USUM71900766,4008,21.3,640099263,74072,22449798,68,342695701,7870079,22722423,204727914,40,22495,1434669,0
M,Nio Garcia,2/22/2019,QM4TW1972660,4015,21.3,76516847,14310,2814938,48,865812768,3458107,422844,4319903,3,107,198643,1
Father Stretch My Hands Pt 1,Kanye West,4/1/2016,USUM71603067,4003,21.3,1102322992,191719,29522697,79,98389487,1056464,34872507,243179588,88,853,3413462,1
505,Arctic Monkeys,4/21/2007,GBCEL0700074,3999,21.3,1660504577,315657,60158552,80,611110729,4963235,40161014,229596064,33,5713,2550560,0
Colors,Black Pumas,4/16/2019,USATO1900023,4014,21.3,215492373,91317,9796420,67,291742629,2585653,2212496,64559724,36,48571,2951859,0
Whats My Name,Rihanna,1/1/2010,USUM71025031,4011,21.3,520418822,88906,32859163,69,1049777851,3714062,17915,32366,76,100498,3970903,0
Flowers,Lauren Spencer Smith,4/14/2022,USUG12202201,4000,21.3,260183209,36176,9276256,65,64169463,486007,32754226,295540554,31,15877,626257,1
Nikle Currant,Jassie Gill,10/12/2018,INS181802318,4047,21.2,38630486,5868,1823835,52,929048943,4745876,4481672,67416406,7,328,151419,0
Stir Fry,Migos,12/20/2017,USUM71714081,4033,21.2,680431508,107585,23414054,68,179781280,1878811,30175086,249432966,111,36342,2298173,1
Bitch Dont Kill M,Kendrick Lamar,1/1/2012,USUM71210774,4037,21.2,721771477,182518,23222997,67,459189834,3603381,13026986,78341646,73,9268,2085087,1
Dollaz On My Head,Gunna,5/22/2020,QMCE32000228,4035,21.2,390498074,113725,17440703,64,85842981,807191,30691362,268907515,37,7530,835203,1
7 Summers,Morgan Wallen,8/14/2020,QZ22S1800133,4038,21.2,433429705,47966,7954524,73,108280492,418212,40464743,273205308,33,44492,667963,0
Wrong,Luh Kel,4/5/2019,QMKSC1900177,4052,21.2,279660513,39887,4756079,60,273044816,3691413,76888862,583142943,6,38,759049,0
Youre Somebody Else,flora cash,4/21/2017,SEXCG1700102,4025,21.2,473059298,108732,25587455,62,302782709,3261634,123479947,793624604,39,50039,4844008,0
River,Miley Cyrus,3/10/2023,USSM12209783,4032,21.2,132653623,15227,7111182,59,51695313,709774,6323191,65838521,40,71387,434881,0
Extssy Model,Junior H,2/11/2022,USWL12200134,4046,21.2,293017219,21333,6926082,74,220479914,1074637,36183080,228557824,1,13,653919,0
Formula,Labrinth,10/4/2019,USQX91902497,4034,21.2,836491531,114619,24572791,79,95215206,1310860,197169982,1679330230,27,155,1759253,0
Suzume,RADWIMPS,9/30/2022,JPV972200075,4036,21.2,151179942,30909,4476490,63,71184530,866717,48171421,617882237,9,444,2567736,0
Nada,Cazzu,6/3/2019,QM6N21901839,4053,21.2,204337911,29832,6210430,65,640084081,3105166,16093699,157858644,9,280,1005751,1
Ashes,Stellar,5/3/2020,QZDA52012875,4027,21.2,286057865,73783,7257676,67,182898963,2201213,359078764,2702536885,22,195,1148477,1
Copa Vac,Shakira,6/29/2023,USQX92300694,4040,21.2,147537573,17322,17844679,63,13918496,120215,5394153,68517237,46,45181,477464,0
Heyy,Lil Baby,10/10/2022,USUG12207229,4039,21.2,66617153,34503,4137767,51,29347420,343023,20731098,139786101,11,73533,393975,1
Que Va,Alex Sensation,8/4/2017,USUM71703862,4029,21.2,398779586,38061,11538458,59,784193659,2659427,2010076,22158832,18,7551,2086078,0
Rampampam,Minelli,3/18/2021,ROGRA2101471,4041,21.2,123191456,30942,3676550,57,152552030,910614,43402019,1139849739,47,61030,5687186,0
Wa Da Da,Kep1er,1/3/2022,KRA492101456,4043,21.2,172657413,16436,4057129,54,272201730,4399092,228532871,1992357477,17,2619,445034,0
Seven Nation Army,The White Stripes,1/1/2003,USVT10300001,4030,21.2,1657866786,206953,64036444,81,339571990,4052894,137323740,1394903550,275,184079,10108433,0
Ahhh Ha,Lil Durk,2/22/2022,USQX92200794,4024,21.2,104411097,51535,9471098,54,128163786,1321268,7039088,64467510,19,6187,382012,1
Do It Like That,TOMORROW X TOGETHER,7/7/2023,USA2P2330060,4031,21.2,102643968,11419,7392399,59,64931319,1474575,80668110,432572281,7,22946,288636,0
Enjoy Enjaami,Dhee,3/5/2021,TCAFK2171359,4054,21.2,44231951,7286,1484104,50,549781386,5379716,1308,29422,17,301,137205,0
Bezos I,Bo Burnham,6/10/2021,USA2P2122060,4050,21.2,225256279,53441,4357998,60,76742047,1632194,452348294,3664416923,11,105,1502927,1
Where Have You Been,Rihanna,1/1/2011,USUM71118074,4028,21.2,699439249,120535,37264448,69,821028883,4207574,70619201,824607003,72,52842,7929856,0
Pelle Coat,Lil Durk,5/25/2023,USQX92303167,4055,21.2,25898720,17854,1809445,50,21808363,173005,981910,16324229,30,413,317600,1
22,JayO,2/22/2023,US39N2300484,4079,21.1,87001628,30898,12034538,62,20680259,263409,68378856,566961428,25,4472,845534,1
No Love,Summer Walker,11/5/2021,USUM72118238,4063,21.1,265040914,45783,18436392,69,103282847,1061969,17949240,131770714,47,27632,986619,1
Piensan,Myke Towers,9/13/2019,QM7281950868,4059,21.1,387094388,61560,9322479,70,439612099,2226916,13264006,81826396,16,664,631168,1
Feels Like Summer,Childish Gambino,7/11/2018,USRC11802773,4071,21.1,315997441,104490,13875886,65,392128653,3960133,4311105,54727766,63,3453,1622468,0
Fly Away,Tones And I,11/13/2020,USAT22006865,4076,21.1,419557907,58857,14747928,64,60022490,600320,84319796,1034246968,121,77964,1881817,0
Little Do You Know,Alex & Sierra,1/1/2014,USSM11404193,4077,21.1,732651478,76941,29043662,65,511428536,5924267,76255229,663477196,37,198,1350264,0
Travesuras,Nicky Jam,1/27/2014,COC011329796,4078,21.1,308811426,35237,11639231,61,1182676666,3048769,1805891,24662350,46,13710,4690577,0
Lot Of Me,Lil Tecca,8/27/2021,USUM72113387,4069,21.1,318061543,75726,14866086,73,44097619,664394,39645243,300555534,4,99,284740,0
Kings Dead With Kendrick Lamar Future,Jay Rock,1/12/2018,USUM71714093,4081,21.1,597167984,106817,22130665,65,229946161,2833259,189935359,1101118641,84,2107,2571189,1
Aashiq Awaara,Badshah,8/17/2018,INS171806603,4056,21.1,2574126,400,134449,27,1033803791,4709012,16676,2785871,4,150,17003,0
Baby Said,Mï¿½ï¿½ne,1/20/2023,ITB002200844,4057,21.1,166942258,24993,16530205,71,23143608,205874,2746100,39481015,26,62922,1172656,0
Gangstas,Pop Smoke,7/3/2020,USUM72013354,4065,21.1,234889039,106769,6840214,62,121584355,1028988,8193597,118304933,12,224,754490,1
Too Good,Drake,4/29/2016,USCM51600088,4074,21.1,1052473730,126251,30938220,68,10990620,127032,34368983,308797315,176,28897,4577263,1
Alone,Rod Wave,8/9/2022,USQX92203746,4098,21.0,64562541,14704,1868777,55,63051891,588504,4803835,38123007,11,1310,262393,1
One Up,Central Cee,10/13/2022,US39N2202101,4101,21.0,130784398,51124,9618606,62,36578844,497282,1883130,32710454,10,725,222376,0
Idfc,blackbear,10/26/2014,TCACB1407069,4117,21.0,703008289,107737,27795750,65,676519290,8302787,154879439,1202118262,13,24,7920489,1
Only Girl In The World,Rihanna,1/1/2010,USUM71023200,4090,21.0,1085436198,192284,82258717,78,162454294,1193141,131167,1513290,113,227403,6724803,0
Otw,Khalid,4/20/2018,USRC11801716,4087,21.0,623201391,89059,15406560,63,221457313,1349006,916392,10583591,57,14634,2434197,1
Who Needs Love,Trippie Redd,11/19/2019,QZJ841900065,4107,21.0,238027193,60128,8306828,4,79782493,1147086,2048070,13194733,16,8,340905,1
Hit Different,SZA,9/4/2020,USRC12002998,4097,21.0,254979267,50550,13267378,63,234785367,2333652,10523558,76024269,86,46258,961364,1
Rubicon Drill,Laddi Chahal,11/16/2022,DGA062247225,4082,21.0,152564352,10841,5578293,65,179053648,1433419,2597157,34263765,10,30,170858,0
Un Cigarrillo,Chencho Corleone,5/4/2023,QZXSR2300001,4109,21.0,113402349,14752,9813030,66,69436829,416921,2064549,32900841,15,14160,471584,0
Birthday Sex,Jeremih,1/1/2009,USUM70959630,4099,21.0,481414844,93752,22844956,65,324947792,2954295,30028,258300,36,21097,3371435,0
Te Ire A Buscar,Santa Fe Klan,6/18/2019,USHM21919246,4106,21.0,305231016,27465,4259174,66,647042101,3851962,12891074,130611371,10,20,667427,0
Dora,FARIANA,3/14/2024,QM4TX2443952,4100,21.0,11328011,1389,3210604,64,30326697,282371,18400796,165220930,8,513,186737,1
Spicy Margarita,Jason Derulo,1/25/2024,USAT22314111,4118,21.0,37640497,4937,3578804,4,8782557,173663,349900,11800000,10,20426,461736,0
Cry,Cigarettes After Sex,10/25/2019,USBQU1900121,4105,21.0,499764238,79594,30626148,78,100443510,1071510,72851545,438475493,3,114,1822950,0
Energy,Digga D,3/9/2023,GB2DY2300114,4113,21.0,43078993,31275,2195709,52,10699230,123634,30597301,306310318,9,3645,128246,1
Polaroid Love,ENHYPEN,1/10/2022,USA2P2146748,4102,21.0,283455095,30103,7031163,68,153119745,2763024,302839855,2468865989,9,3305,401676,0
What A Man Gotta Do,Jonas Brothers,1/17/2020,USUG11904422,4104,21.0,505295731,47908,25022588,64,151335556,1772300,5343796,48126470,76,211790,2572578,0
Do It Again,Pia Mia,5/4/2015,USUM71505606,4094,21.0,520407542,64298,14431993,66,648838091,2919414,66783189,523812670,24,112,233549,1
Lemon,Kenshi Yonezu,3/14/2018,JPU901800227,4108,21.0,194955459,27767,4609513,63,918297076,3387075,2261247,19949350,39,1953,608684,0
How To Love,Lil Wayne,1/1/2011,USCM51100147,4130,20.9,302419750,54906,12043337,61,369321004,2498223,5309565,64070340,25,10909,2070955,0
Sneakers,ITZY,7/15/2022,US5TA2200033,4128,20.9,95952617,10516,3921848,56,259567120,4792675,110711487,745339618,7,1906,203035,0
Solar Eclipse,YoungBoy Never Broke Again,1/11/2018,USAT21705449,4134,20.9,99037719,22065,2853491,55,183585531,1079875,3651900,21367061,7,43,470384,1
